"gene_id"	"gene_short_name"	"CtlHIO_0"	"CtlHIO_1"	"CtlHIO_2"	"EcoliHIO_0"	"EcoliHIO_1"	"EcoliHIO_2"	"HIO_0"	"HIO_1"	"HIO_2"	"HuSI_Duo_A_0"	"HuSI_Duo_A_1"	"HuSI_Dist_A_0"	"HuSI_Dist_A_1"	"HuSI_Dist_A_2"	"HuSI_Dist_A_3"	"HuSI_F_0"	"HuSI_F_1"	"HuSI_F_2"	"HuSI_F_3"	"HuSI_F_4"	"HuSI_F_5"
"A1BG"	"A1BG"	2.5426	2.663	2.47475	6.78264	10.7354	7.83155	2.5991	2.60966	3.82926	1.03698	1.32304	0.910813	0.447656	0.253622	0.645193	0.111761	0.780208	0.254868	0.536313	0.224263	0.366862
"A1BG-AS1"	"A1BG-AS1"	0.386795	0.388736	0.270783	0.238088	0.406832	0.342283	0.217789	0.227263	0.450793	0.346497	0.164223	0.313229	0.421903	0.136594	0.298733	0.0625288	0.368392	0.236275	0.253773	0.149812	0.388156
"A1CF"	"A1CF"	2.98091	2.29802	2.68519	1.72752	1.17154	0.804841	6.27585	6.17901	4.36658	10.9798	14.9449	19.8149	11.0204	20.3965	12.7318	18.3	9.98215	18.1181	10.5614	19.1758	14.2715
"A2M"	"A2M"	75.9169	76.2653	106.472	167.886	90.5013	49.7424	147.593	156.166	78.6689	142.651	127.846	128.803	237.395	139.743	182.267	26.1913	51.1682	43.8371	46.6656	44.7014	48.5573
"A2M-AS1"	"A2M-AS1"	0.398793	0.894958	0.603349	0.550676	0.395136	0.535603	1.40257	1.21401	0.940531	0.708857	0.796992	0.468028	1.17022	0.464117	0.725284	0.672033	1.07343	1.01836	1.40848	0.665184	0.942519
"A2ML1"	"A2ML1"	0.0932259	0.0541411	0.0598978	0.0813834	0.0655657	0.0408612	0.0997297	0.0763043	0.1166	0	0	0	0	0	0.0801012	0.023185	0.167495	0.222224	0.175358	0.195539	0.133011
"A2MP1"	"A2MP1"	0	0	0	0.0488013	0	0	0.053241	0.0274425	0.0645146	0	0	0	0	0.536052	0.144797	0.0440578	0.528767	0.0570096	0.419874	0.0826226	0.0999
"A4GALT"	"A4GALT"	0.862504	1.68906	3.13606	1.73939	1.61858	4.44226	0.590586	0.681023	3.69597	8.0701	2.93302	1.9003	5.351	4.11202	4.19058	0.712157	2.31262	0.979169	1.65188	2.05221	0.989903
"A4GNT"	"A4GNT"	13.6911	6.28231	2.66263	19.5324	8.85092	2.03345	23.4495	25.8038	0.943999	4.67131	0.912949	0	0	0	0.091875	0.0169117	0.0696467	0.0181468	0.0297002	0.0262998	0.047699
"AA06"	"AA06"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0368552	0	0	0	0.0480125	0
"AAAS"	"AAAS"	23.0026	23.0147	24.761	23.7677	25.7913	21.377	18.3911	19.3998	17.3685	22.1174	22.3631	21.3304	20.7486	17.7744	15.5135	20.4592	19.8256	18.8224	22.5805	23.9972	20.5501
"AACS"	"AACS"	20.6689	22.382	27.537	19.5478	20.1095	13.8759	23.7295	22.7215	14.5455	27.551	10.6654	10.8026	10.1763	11.0707	9.49216	7.52156	10.124	7.88624	13.2507	7.94365	6.30987
"AACSP1"	"AACSP1"	0	0	0.233707	0	0	0	0.103278	0.0972559	0.130651	0.0890288	0	0	0	0	0.073046	0.0386681	0.230996	0.187784	0.177311	0.146543	0.177187
"AADAC"	"AADAC"	10.4623	21.8962	16.6965	12.3652	3.18581	7.10577	44.946	48.5694	20.5748	148.665	199.508	236.099	207.221	170.411	157.201	43.3372	8.87306	134.153	2.7549	82.8249	97.657
"AADACL2"	"AADACL2"	0	0	0	0	0	0	0	0	0	0.120557	0.246718	0.364441	0.180616	0.102325	0.555989	0.0210048	0.042096	0.0219367	0	0	0.0192202
"AADACL3"	"AADACL3"	0	0	0.0507311	0.00719485	0	0	0	0	0.0177245	0	0	0	0	0	0	0.0045493	0.0100318	0.00784122	0	0.0170477	0.0274843
"AADACL4"	"AADACL4"	0.0473	0.0202271	0.179021	0.0431908	0.257199	0	0	0.0399099	0.0234561	0	0	0	0	0	0.210163	0	0	0	0	0.0150276	0.01817
"AADAT"	"AADAT"	8.93997	8.8526	10.3088	7.32713	8.25611	5.28009	13.087	13.5501	8.68096	1.31761	0.892484	0.477768	2.18483	2.29045	2.04037	8.84907	8.67093	13.4033	7.62258	8.74284	9.87623
"AAED1"	"AAED1"	3.98282	3.34101	2.91491	3.25413	4.33655	2.36776	2.16615	1.87581	2.33092	6.34304	5.21423	5.43372	5.42446	5.88432	7.91664	3.64573	3.20498	4.39806	2.75625	3.91315	4.12172
"AAGAB"	"AAGAB"	17.1065	21.8425	17.42	13.7704	13.6995	15.9338	20.6908	20.5785	18.8906	12.6175	12.8116	10.3847	12.7913	15.3481	17.1626	9.92023	10.8913	13.246	10.8815	12.1035	12.2803
"AAK1"	"AAK1"	1.7392	1.75224	1.39528	0.898035	1.00067	1.20496	1.82091	1.73776	2.28234	1.9139	2.06084	2.31837	2.04671	1.61817	1.85113	1.8107	3.34208	3.28407	4.24684	2.52274	2.64413
"AAMDC"	"AAMDC"	26.5329	26.7323	37.3518	46.2421	47.8314	53.0212	24.0896	29.2928	29.7126	42.7962	39.4231	67.9688	38.2029	36.5344	64.0666	26.9379	27.0448	28.9732	33.2089	34.4674	21.9124
"AAMP"	"AAMP"	62.1548	70.8709	73.7917	92.4099	106.096	101.071	65.4648	73.8602	67.9374	69.8528	72.1973	66.3221	64.1512	59.0663	59.5222	56.4006	47.9754	43.3079	52.6624	56.7739	49.1717
"AANAT"	"AANAT"	0.0169709	0.0674811	0.298623	0.135898	0.14301	0.044563	0.05414	0.175917	0.0393858	0	0	0	0	0.154631	0.0842077	0.129596	0.468345	0.38273	0.692062	0.325574	0.247857
"AAR2"	"AAR2"	11.9589	15.273	13.9289	14.6356	13.6652	13.1651	15.9575	15.326	13.7119	16.176	16.4902	12.3967	13.9758	13.688	15.1994	13.6982	13.3274	13.6354	14.2242	14.6085	14.0137
"AARD"	"AARD"	0.304342	0.315519	0.193925	0.102756	0.198124	0.231513	0.146954	0.190223	0.284579	0	0.200902	0	0.368233	0.5007	0.454999	0.0975401	0.678372	0.485323	1.01495	0.560089	0.67721
"AARS"	"AARS"	35.2732	43.5088	40.7685	66.655	77.0168	103.721	32.8921	35.8146	52.6665	31.3801	31.3593	29.9122	25.8952	28.0131	25.9346	22.0265	28.0343	22.0448	25.3731	22.7767	26.2138
"AARS2"	"AARS2"	7.91976	8.83676	8.52997	6.69008	6.64895	5.13564	7.02002	7.72001	6.96742	6.70445	6.99154	9.72812	6.27814	8.16773	7.05357	7.18469	7.64967	7.07967	7.04479	6.03102	7.21594
"AARSD1"	"AARSD1"	15.3874	18.7539	20.1889	19.8982	25.9774	18.6643	14.707	17.2927	17.2318	14.2344	15.6351	11.0775	16.3983	13.8785	14.9177	12.7811	13.4804	14.4579	16.2113	13.5748	13.5604
"AASDH"	"AASDH"	3.56425	3.37827	3.52728	1.91471	2.50902	2.42184	2.73721	2.73797	2.84479	4.30462	4.05998	4.48651	5.04707	4.3188	4.74823	5.44669	5.70867	7.11082	5.45835	5.24489	6.6981
"AASDHPPT"	"AASDHPPT"	27.596	25.3807	20.2281	15.714	12.3707	10.255	23.6464	21.5799	17.5239	10.3859	13.1922	12.3523	11.0462	11.4333	11.3024	15.0563	17.6629	16.5528	14.3868	13.4379	17.308
"AASS"	"AASS"	2.1164	1.84947	1.44527	0.680249	1.40329	0.982249	3.72236	3.88087	2.8426	2.36558	2.61273	4.55165	4.59892	3.94905	3.64565	6.94433	9.24444	15.0447	6.23795	13.2999	9.38029
"AATF"	"AATF"	13.2984	17.3794	18.0711	16.3758	21.0755	19.6073	11.0489	11.92	10.4422	15.9821	19.6737	16.7945	20.8535	19.5561	20.4208	15.5742	13.3653	16.5041	14.0465	19.0458	18.3585
"AATK"	"AATK"	9.9341	7.00239	14.6509	6.59181	4.15436	2.88507	2.64535	2.54785	13.4746	31.7732	21.6676	27.9996	13.0814	21.0652	12.8961	36.662	18.6579	18.4405	21.1533	16.9654	16.0867
"AATK-AS1"	"AATK-AS1"	0.0197342	0.0605937	0.022345	0	0.028536	0	0.0188669	0	0.0468438	0	0	0.122844	0	0	0	0.448463	0.291412	0.28991	0.389756	0.315124	0.344728
"ABAT"	"ABAT"	7.99901	9.74907	6.66983	5.03148	3.33126	2.55794	15.8455	15.3517	10.1981	43.0665	41.1135	37.6697	11.4257	10.7954	17.1889	17.551	23.9077	23.4392	19.0194	29.4901	15.0908
"ABCA1"	"ABCA1"	2.75277	3.00208	2.6034	1.41314	1.26673	1.41176	3.70625	4.01887	5.18921	2.81751	5.3096	5.72124	6.48332	3.27678	3.43916	3.4299	4.59465	4.00466	3.51009	3.3245	3.79934
"ABCA10"	"ABCA10"	0.349176	0.536538	0.476158	0.20439	0.262747	0.311319	0.395739	0.474617	0.730537	1.92678	1.14405	2.2552	3.00152	2.34018	2.06043	1.04169	1.03747	1.37132	1.18617	1.23261	0.907953
"ABCA11P"	"ABCA11P"	4.63121	4.97178	4.86439	3.66782	4.16432	5.00211	5.15002	5.28694	5.27761	2.51771	3.28345	1.93062	3.16519	2.99598	3.06389	5.19471	4.51325	5.02237	4.1425	4.11412	4.56878
"ABCA12"	"ABCA12"	0.221619	0.316541	0.284252	0.0581318	0.0845014	0.0789936	0.0223037	0.0215277	0.00815943	0	0	0	0	0	0	0.0291174	0.297943	0.115521	0.233719	0.0235508	0.0759356
"ABCA13"	"ABCA13"	0.115801	0.101239	0.14994	0.0335255	0.0992021	0.116459	0.0631397	0.0467169	0.0946784	0.1995	0.0822013	0.00878521	0.0740982	0.0763423	0.12663	0.058553	0.209085	0.259819	0.183812	0.171269	0.182116
"ABCA17P"	"ABCA17P"	0.065349	0.0347991	0.0692982	0.0231854	0.0196663	0.0275766	0.0312041	0.00686619	0.0403544	0.0930509	0	0.0442376	0	0	0	0.0709823	0.0502532	0.00714205	0.0818238	0.0051754	0.0375458
"ABCA2"	"ABCA2"	23.2729	19.3502	23.3996	17.8585	21.9938	20.935	15.7322	12.6844	17.2738	6.27984	4.58227	8.22198	6.15659	4.80398	3.35542	9.09762	8.11914	4.79902	12.4231	4.96767	5.71164
"ABCA3"	"ABCA3"	1.26625	1.65007	1.52922	2.11383	1.86748	1.75716	1.11589	1.06536	1.49272	2.35963	2.11056	2.06953	1.93042	1.19514	1.74311	0.638939	3.92488	1.59604	4.98128	1.57741	1.55766
"ABCA4"	"ABCA4"	0.227791	0.334859	0.189539	0.285666	0.22555	0.154279	0.141253	0.157495	0.270918	1.00147	1.26751	0.804932	1.91641	0.894287	1.51067	0.978647	0.189173	0.971148	0.261636	0.949891	0.658301
"ABCA5"	"ABCA5"	2.52405	2.33359	2.72297	1.67062	1.7534	3.29329	2.55341	2.19101	6.33604	9.54192	7.81548	11.3416	9.09323	16.6065	9.28128	26.8099	16.5489	17.647	14.6127	21.6026	18.3524
"ABCA6"	"ABCA6"	0.023773	0.0816797	0.0963883	0.066929	0.0230801	0.115071	0.133311	0.096697	0.126292	1.70519	2.11373	2.82666	3.67755	2.55684	4.87515	0.153033	0.48616	0.229127	0.439028	0.323969	0.323164
"ABCA7"	"ABCA7"	11.6859	11.0087	9.20627	12.5367	13.8893	20.0379	13.9832	13.0112	6.77684	6.57142	3.64862	5.34069	3.07002	3.91164	1.77842	0.677653	0.996334	0.787407	1.08097	0.676595	0.863319
"ABCA8"	"ABCA8"	0.105105	0.296577	0.305865	0.0862722	0.0568158	0.245646	0.0900276	0.0446319	0.180705	7.00635	6.61309	10.7404	16.4041	9.76697	13.7078	0.427907	5.38232	1.85725	4.56375	1.1776	0.890473
"ABCA9"	"ABCA9"	0.35209	0.736727	0.684245	0.233151	0.18633	0.390415	0.339876	0.323029	0.442989	1.02858	1.04752	1.64296	1.88232	2.11186	2.65881	0.277107	1.39727	0.802815	1.42852	0.767775	0.777013
"ABCB1"	"ABCB1"	1.48924	0.442465	0.992612	0.332193	0.260472	0.202912	0.655036	0.624453	6.5705	23.0673	31.4246	43.4415	74.1031	103.009	79.5531	29.313	4.20752	1.51358	2.18821	1.22933	24.5173
"ABCB10"	"ABCB10"	11.3374	9.71583	9.32965	8.47645	5.38354	6.67677	10.8057	9.91461	11.7158	17.1894	17.3935	17.9825	12.8631	12.8621	16.3503	16.7074	12.346	14.1213	10.6062	14.1837	15.4368
"ABCB11"	"ABCB11"	0.055228	0.042462	0.134219	0.0925302	0	0	0.280884	0.311188	0.147722	0	0	0	0.0251513	0.0285029	0	0.156791	0.0637121	2.15392	0.0254714	1.15031	0.109087
"ABCB4"	"ABCB4"	0.248585	0.34002	0.23722	0.129251	0.281213	0.48968	0.271276	0.203531	0.24857	0.445962	0.462179	0.232918	1.28515	0.970895	0.915669	0.299685	0.315889	0.340245	0.315702	0.244772	0.344263
"ABCB5"	"ABCB5"	0.679994	0.419993	0.644464	0.301525	0.515806	0.508893	0.79298	0.793854	0.980131	0	0.0749333	0.0351641	0.238516	0.125028	0.635706	0.257997	0.961477	0.854827	0.952483	0.869637	0.850179
"ABCB6"	"ABCB6"	13.7328	11.8344	9.82225	17.841	17.834	20.68	17.5502	18.1593	11.9297	12.1192	8.70598	10.0233	5.33451	3.02256	3.36951	13.6944	6.54446	12.607	7.61134	13.4358	10.3283
"ABCB7"	"ABCB7"	13.9962	11.6042	15.1235	17.8093	28.652	20.7049	8.59441	8.75511	10.5419	12.867	18.3727	15.1471	11.9617	10.4443	12.686	16.0494	11.293	17.5413	11.525	20.5259	14.9909
"ABCB8"	"ABCB8"	5.23496	6.90252	5.58862	5.22215	3.44606	3.7202	6.54398	6.30886	4.5514	8.57071	8.33298	8.15056	6.82864	5.84759	6.34457	4.1632	4.12066	4.07864	4.06552	4.53919	3.81849
"ABCB9"	"ABCB9"	2.28603	1.97588	2.52945	1.83909	2.39105	1.80579	2.03671	1.65122	2.3966	3.15903	2.07271	2.30686	3.02254	2.21883	1.51118	1.81747	1.07402	1.12496	0.966342	0.948905	1.31585
"ABCC1"	"ABCC1"	17.4167	18.5313	18.2103	9.46514	10.0354	6.44422	14.5416	14.0062	8.28237	7.0563	5.80406	6.33221	9.23841	7.32061	7.33159	3.16389	5.93713	3.90691	5.55563	3.58346	3.97991
"ABCC10"	"ABCC10"	7.49082	7.89168	6.51062	7.37926	4.46703	4.89585	8.95071	9.11078	6.78057	8.03334	5.52307	6.33125	5.98594	5.61172	4.92922	6.91837	5.64124	6.57491	6.28341	6.46062	5.87965
"ABCC11"	"ABCC11"	0.0338288	0.0195333	0.112264	0.0197393	0.0551995	0	0.0712401	0.0187694	0.0528579	0.201237	0.293546	0.150606	0.0789124	0.119238	0.101125	0.0516868	0.0499578	0.0868718	0.0601522	0.0484224	0.0351281
"ABCC12"	"ABCC12"	0.00570793	0	0	0.0055254	0	0	0	0	0	0	0	0	0.0231472	0	0	0.00214029	0	0	0.00469109	0.004154	0.00502265
"ABCC13"	"ABCC13"	0.148896	0.136585	0.151016	0.084818	0.0747643	0.125945	0.095848	0.114853	0.897217	1.63705	2.12011	1.57795	3.11875	7.19795	5.80224	0.693	1.36642	0.55928	3.16908	0.373851	0.843728
"ABCC2"	"ABCC2"	0.274087	0.217382	0.639208	0.446195	0.444525	0.31733	5.94299	6.14025	4.55741	26.8504	54.1533	46.9308	71.5557	22.4089	26.4684	35.5351	3.53377	40.0215	1.571	31.1835	41.5777
"ABCC3"	"ABCC3"	44.7745	42.3375	57.7656	38.0952	35.4846	49.3921	63.4982	62.2333	71.3799	62.1065	38.4175	34.8424	16.0951	21.8059	21.0275	21.6318	41.3742	13.0575	55.1866	17.6544	12.611
"ABCC4"	"ABCC4"	3.45635	2.58456	2.79083	1.10949	1.4502	0.77849	3.97553	3.58148	1.1519	4.03484	6.05552	4.922	6.07102	3.97279	5.04974	6.7634	5.96404	7.36385	5.77403	7.99112	6.14512
"ABCC5"	"ABCC5"	8.47617	7.87488	6.76353	3.73748	3.75731	4.73323	11.9293	12.8636	9.73806	11.2906	8.71066	13.4717	13.8029	9.56159	10.1078	6.20988	13.1323	9.39914	11.8446	5.31695	8.99158
"ABCC5-AS1"	"ABCC5-AS1"	0.12506	0	0	0	0	0	0	0.103319	0	0	0	0	0	0	0	0.0371769	0	0	0	0	0.0935432
"ABCC6"	"ABCC6"	3.2762	3.42522	4.81245	4.14414	2.22976	1.81494	5.96418	6.04543	5.35918	23.4758	17.4581	20.4813	11.1564	13.5625	8.4514	38.6551	12.0372	25.3981	14.9865	25.5961	16.4998
"ABCC6P1"	"ABCC6P1"	3.01444	2.89393	4.29723	3.3301	1.55463	1.86022	6.69194	6.42647	7.70712	5.79534	6.99199	6.37681	3.07418	5.9274	2.11	16.0328	6.69371	11.4805	6.02303	13.9062	0.00989069
"ABCC6P2"	"ABCC6P2"	2.06701	2.43142	2.56766	2.59022	1.01495	1.09476	2.18389	2.39871	2.371	8.39139	9.07852	5.31389	4.12774	5.22513	4.34594	15.4866	3.10929	4.74782	3.70027	4.50535	3.5161
"ABCC8"	"ABCC8"	0.0939731	0.116161	0.269874	0.0275259	0.114882	0.0997231	0.0183971	0.0171897	0.208792	1.65072	1.17693	0.949878	0.409269	0.900333	0.691382	2.38047	2.05507	2.02064	1.95597	2.63907	3.32672
"ABCC9"	"ABCC9"	2.15653	1.49723	1.0162	0.669038	0.767076	0.653939	1.25525	1.37781	2.09873	3.65617	4.04087	4.18504	3.85345	3.43928	3.62069	6.33656	4.09499	3.74674	3.32134	4.0408	3.50261
"ABCD1"	"ABCD1"	3.50028	3.77456	3.67938	4.09226	3.24954	3.13299	4.19371	3.70797	3.73589	12.7972	11.3151	20.5318	18.8824	16.1146	12.1182	8.34084	3.7504	5.41907	3.79531	7.50811	4.68317
"ABCD2"	"ABCD2"	0.0376941	0.0431809	0.0358289	0.00931306	0	0.0213867	0.00605195	0.00532499	0.00625927	0.588544	0.546539	1.16913	1.07342	0.963035	0.558657	0.0328146	1.05948	0.188344	0.843168	0.152538	0.23297
"ABCD3"	"ABCD3"	35.8317	37.2003	25.9559	22.1408	18.5925	20.3426	45.5663	41.6498	35.1813	39.5308	50.5961	48.437	38.0053	46.887	50.2755	18.8995	23.0396	20.9872	23.2666	19.943	18.6083
"ABCD4"	"ABCD4"	16.1118	17.6885	19.0021	19.3072	24.4244	23.1873	17.9419	18.4486	17.8127	17.7548	21.5187	18.5949	17.7821	20.9325	18.6544	25.1692	13.592	22.0049	14.5118	25.3222	19.2434
"ABCE1"	"ABCE1"	25.6802	24.7466	23.0733	13.8429	15.0823	8.07023	18.6181	18.9101	17.0604	13.3934	17.4379	14.6418	16.5855	14.0551	16.01	18.2375	16.3408	21.3593	14.5437	17.265	22.9318
"ABCF1"	"ABCF1"	25.413	31.631	26.0272	23.134	23.1974	25.4013	28.2459	29.9302	24.337	24.5227	30.5118	23.3899	25.4278	22.7237	33.2597	29.2698	26.552	36.7163	25.8966	41.3619	34.7389
"ABCF2"	"ABCF2"	12.2315	16.2957	14.5035	11.0642	10.2288	6.44618	12.1311	12.3985	11.014	11.8636	12.6761	9.67864	9.98283	13.3778	12.5866	8.60398	10.9271	11.6933	10.601	12.473	13.3312
"ABCF3"	"ABCF3"	13.7114	17.3073	16.5435	15.8317	17.2226	16.9816	17.3501	18.2066	18.7802	26.593	22.6792	20.8164	20.4271	20.2681	21.6696	20.6658	17.6963	20.1573	18.8644	24.8001	18.4295
"ABCG1"	"ABCG1"	1.79481	2.37307	4.24475	8.15656	4.70324	17.453	11.0961	10.7914	25.0622	8.88742	26.8373	24.3136	21.3197	24.8904	21.5418	2.91142	4.93592	2.94661	3.81781	4.32454	2.91702
"ABCG2"	"ABCG2"	0.943213	0.599219	0.510454	0.325154	0.148289	0.170877	1.52182	1.44277	1.46614	28.7204	39.657	52.0933	71.5036	79.0661	67.5774	2.91655	2.40048	4.74551	2.78418	2.10283	3.89699
"ABCG4"	"ABCG4"	0.163474	0.122078	0.11705	0.251808	0.22997	0.15142	0.316819	0.200727	0.0943771	0.0611525	0.0919449	0.0562072	0.169125	0.191658	0.168589	0.120985	0.822118	0.275583	0.765396	0.223785	0.343893
"ABCG5"	"ABCG5"	0.0256933	0.0328024	0.0120967	0.0117543	0	0	0.135101	0.0862962	0.139476	60.7775	68.0448	74.2154	62.2306	7.33609	96.6158	1.36232	0.136331	18.2956	0.0642568	20.0856	2.39811
"ABCG8"	"ABCG8"	0	0	0	0	0	0	0.0946252	0.0666948	0.0522643	50.9907	49.6261	55.9531	52.3555	14.2197	74.4579	4.53496	0.288359	14.7146	0.0472955	15.8476	4.16246
"ABHD1"	"ABHD1"	0.0959189	0.0893135	0.0494047	0.0480365	0	0.147451	0.0667384	0.0881119	0.0776785	0	0	0.277298	0.0943375	0.106889	0.232123	0.417956	0.11713	0.251781	0.20604	0.281969	0.401096
"ABHD10"	"ABHD10"	13.5026	11.7874	12.6501	12.4535	11.3822	13.1323	10.7767	10.0619	11.8116	9.57045	12.0896	10.7468	10.7994	10.621	9.87276	11.6309	9.56216	10.3898	9.90961	9.17525	11.875
"ABHD11"	"ABHD11"	23.2015	27.6002	39.4915	35.91	35.23	27.9351	20.7297	22.3047	34.6859	26.8848	23.5141	34.0263	34.0372	35.6197	35.1588	24.8638	19.3233	19.8236	17.0773	17.9241	18.6949
"ABHD12"	"ABHD12"	40.1518	45.3889	52.5717	64.8901	49.2562	88.9464	75.6676	71.4601	72.3688	43.7	38.2889	39.4646	35.7192	47.4627	37.2048	43.2803	29.4782	19.4262	34.9554	24.3591	27.9436
"ABHD12B"	"ABHD12B"	0.0232789	0.130706	0.168704	0.0606713	0	0	0.112731	0.107456	0.151572	0.211218	0	0.104064	0.310197	0.0878705	0	0.0308398	0.199991	0.133994	0.31068	0.161829	0.313072
"ABHD13"	"ABHD13"	5.72727	6.1242	4.36245	3.51611	3.16594	4.11612	6.42802	6.20279	6.09902	6.31586	6.48667	8.06484	7.68442	6.9719	8.13444	5.71401	5.48429	6.46382	4.42622	6.16839	6.05465
"ABHD14A"	"ABHD14A"	11.9535	11.4198	13.3244	19.0636	10.626	8.21883	18.301	17.1373	5.55491	9.67932	8.69905	9.41657	5.98574	7.56318	6.23588	8.66078	8.76145	5.53347	9.92549	6.96206	6.69573
"ABHD14A-ACY1"	"ABHD14A-ACY1"	7.25352	5.61503	8.27257	1.3791	2.09402	1.36827	3.47239	3.95636	2.67932	0.00370845	2.53368	0	1.10542	0	3.25501	1.21705	3.2512	2.58492	3.39762	1.09795	3.74518
"ABHD14B"	"ABHD14B"	13.7003	11.2305	18.6259	35.6062	29.5893	31.8956	12.1296	12.1423	18.0265	57.9858	65.0845	72.7658	43.8199	63.4018	47.9691	45.4706	26.3455	30.4541	29.4321	44.5884	35.6647
"ABHD15"	"ABHD15"	4.60827	5.41192	4.70224	5.78242	3.03361	4.30031	6.7708	6.62397	7.74534	13.7901	10.3995	13.4118	10.102	10.95	9.43507	15.5635	8.83663	14.9974	8.63755	15.3299	12.8001
"ABHD16A"	"ABHD16A"	22.5421	26.9159	25.5134	30.44	23.6307	28.8657	24.1911	25.5227	21.1269	38.3556	34.8838	34.6938	32.5482	28.6751	29.0051	26.4973	25.6826	20.6369	30.3525	24.7074	21.022
"ABHD16B"	"ABHD16B"	5.35935	3.81032	4.91801	4.72551	2.01877	1.81729	4.91477	3.82867	2.8639	2.77879	2.02215	3.57084	1.63075	1.34387	0.915814	5.21515	2.86958	1.8451	2.90137	1.50743	2.32983
"ABHD2"	"ABHD2"	19.6015	20.6818	21.2331	10.293	10.2814	19.5401	22.4762	22.8492	27.4573	40.9468	50.0157	46.1177	33.1371	19.4227	39.6804	16.3918	17.3949	25.5913	13.9044	33.7961	16.43
"ABHD3"	"ABHD3"	14.5932	15.6987	12.8651	12.8569	9.43644	15.0633	38.9155	39.4763	39.4525	44.9606	31.8241	47.4821	59.2005	38.2117	53.4447	17.5746	17.3903	13.1959	17.4805	15.6674	14.67
"ABHD4"	"ABHD4"	14.5316	13.8947	15.891	22.4657	37.6474	33.557	14.8527	15.5117	17.1591	20.8312	16.6797	16.1242	23.4039	26.0087	21.3907	16.9137	13.4828	16.0183	13.6334	22.1329	12.3155
"ABHD5"	"ABHD5"	2.51605	3.09101	2.46048	2.51968	2.08465	3.02984	3.10172	3.10255	4.4712	6.54018	7.99707	9.30161	8.05404	6.59902	7.24559	10.7072	6.96071	11.4954	5.35928	14.1449	8.31413
"ABHD6"	"ABHD6"	5.06626	5.73842	6.27847	5.0434	2.6846	2.00769	8.59976	8.03569	6.97767	34.48	35.1617	62.8642	45.1439	44.559	31.3949	20.7444	4.19751	9.10898	3.71113	23.6157	18.8538
"ABHD8"	"ABHD8"	7.44018	7.2927	7.53128	15.48	12.6093	14.3119	8.45869	5.93263	7.57028	3.78246	2.9362	1.99623	2.2166	1.46518	1.98311	3.16023	3.10605	2.09613	3.07278	2.28387	2.69539
"ABI1"	"ABI1"	19.0172	18.0972	19.5253	13.9064	17.2148	22.5064	19.4739	19.4644	24.9945	26.2282	33.1574	29.4088	31.8827	34.7259	34.9065	23.6909	23.9487	22.2747	22.063	22.3717	22.7639
"ABI2"	"ABI2"	15.5282	12.7768	10.0491	8.28466	14.1692	10.5907	9.70184	9.73264	10.4976	5.67387	5.26094	5.40149	7.18546	6.02965	6.65151	7.9142	14.5054	11.3089	13.9299	8.41829	11.0408
"ABI3"	"ABI3"	0.0934542	0.0881548	0.241561	0.0684281	0.207604	0.0388007	0.32361	0.272851	0.0511068	9.39877	6.55983	9.52076	11.2144	9.5997	7.17341	3.99595	2.64535	4.13556	3.82409	4.78187	5.08853
"ABI3BP"	"ABI3BP"	1.28236	0.45466	0.582044	2.10564	2.47769	0.85785	1.62921	1.92874	1.63445	2.50282	5.70931	3.68498	18.241	9.22134	12.5411	24.7353	17.1994	18.1566	12.229	17.5523	23.2725
"ABL1"	"ABL1"	22.2323	24.7279	23.5455	15.6644	17.3151	16.5729	17.6828	17.5046	18.6958	17.5966	20.8671	17.1889	20.4863	20.0517	16.9639	24.008	31.4572	22.4193	29.732	21.6803	24.8458
"ABL2"	"ABL2"	2.70149	2.68624	2.2134	1.55703	2.20999	1.77232	2.06481	2.15424	2.37801	2.48801	2.34706	2.47145	2.12134	2.14099	2.11427	3.58729	4.12261	4.52094	3.97955	3.69907	4.18929
"ABLIM1"	"ABLIM1"	18.8579	20.6668	21.7495	10.352	9.79702	15.2517	13.7865	13.9063	23.7105	20.7379	36.348	28.3704	25.2808	32.1638	29.2974	25.9656	22.1203	22.4771	24.1479	24.9848	23.3022
"ABLIM2"	"ABLIM2"	0.794683	0.813161	1.20392	1.3113	2.62609	1.09508	0.777218	0.829822	3.72747	2.66246	1.95927	6.21158	2.88599	5.1022	2.71105	0.605502	2.31894	0.984673	3.3457	1.14398	0.91579
"ABLIM3"	"ABLIM3"	0.358844	0.624229	0.742579	0.30593	0.218114	0.726937	1.36898	1.43032	15.1081	3.07474	2.68616	2.81313	5.01317	3.37715	3.78748	1.49352	3.08418	3.05827	3.20162	3.33419	3.18651
"ABO"	"ABO"	8.96518	9.86225	8.12176	4.5341	1.62419	2.58381	12.9307	12.6942	9.68256	3.8271	16.3629	26.0736	36.8035	28.3145	27.6604	35.2167	26.5461	10.2355	59.766	22.0863	35.7997
"ABP1"	"ABP1"	12.013	12.1082	26.8761	35.1974	10.2492	21.6398	18.1459	16.8791	111.649	231.748	176.546	247.509	128.367	371.587	196.762	185.595	67.0075	93.9784	97.908	79.9595	105.005
"ABR"	"ABR"	27.9276	31.1252	42.5153	32.9351	38.4321	37.8036	38.0233	36.0178	57.6168	44.435	38.8834	42.0141	46.6198	42.6719	46.0325	43.7678	43.5986	37.3655	48.5716	33.6042	38.9936
