"gene_id"	"gene_short_name"	"CtlHIO_0"	"CtlHIO_1"	"CtlHIO_2"	"EcoliHIO_0"	"EcoliHIO_1"	"EcoliHIO_2"	"HIO_0"	"HIO_1"	"HIO_2"	"HuSI_Duo_A_0"	"HuSI_Duo_A_1"	"HuSI_Dist_A_0"	"HuSI_Dist_A_1"	"HuSI_Dist_A_2"	"HuSI_Dist_A_3"	"HuSI_F_0"	"HuSI_F_1"	"HuSI_F_2"	"HuSI_F_3"	"HuSI_F_4"	"HuSI_F_5"
"UGT2B11"	"UGT2B11"	0.459059	0.572341	0.245107	0.321233	0.234763	0.0731538	1.63715	1.42071	0.19269	0.474907	0.529773	0.853632	0.388271	0.08799	0.287612	0.0592212	0.242191	0.321832	0.294349	0.178338	0.315153
"UGT2B15"	"UGT2B15"	2.8625	6.06163	10.6342	4.28822	0.743878	4.06537	16.6055	17.0878	24.6104	31.7805	22.9892	16.6624	29.0753	35.1222	47.1182	35.8723	0.974354	2.50642	4.70276	6.76327	5.48405
"UGT2B17"	"UGT2B17"	0.50731	0.325886	1.39297	0.787015	0	0.215208	2.34864	2.46972	8.65757	372.811	260.278	277.032	351.584	505.746	541.458	390.443	0	30.5679	60.8457	91.4649	70.7768
"UGT2B28"	"UGT2B28"	0.423398	0.23092	0.324845	0.0367261	0.0593182	0.224962	0.585875	0.434917	0.0730313	0.105789	0	0.700585	0	0.10034	0.0883621	0.127634	0.212162	0.129131	0.0142855	0.0252999	0.30171
"UGT2B4"	"UGT2B4"	0.0312945	0.0146023	0.0323098	0.0913312	0.0825234	0.0578584	0.200663	0.259306	0.152401	0	0	0	0	0	0	0.272272	0.613129	0.509216	0.330915	0.477526	0.380547
"UGT2B7"	"UGT2B7"	6.94619	9.01277	6.10657	7.30714	2.21151	3.65597	15.8696	16.3201	16.2028	50.7696	83.0507	140.219	64.5094	16.8445	46.6053	11.0349	8.33335	14.6668	15.6251	19.1992	9.1494
"UGT3A1"	"UGT3A1"	0.0119258	0.0103698	0.011471	0.0210086	0	0.0136946	0.011255	0.0204605	0.0841763	7.99567	17.1518	12.694	3.32709	4.64693	12.2837	106.089	1.40477	81.1485	0.0837675	81.4424	83.3735
"UGT3A2"	"UGT3A2"	0.0199807	0.0533499	0.0147532	0.0182509	0	0.02221	0.0300624	0	0	0.081039	0.30377	0.41004	0.14119	0.0799927	0.0691651	3.24061	0.121326	0.313385	0.112886	1.25326	3.05809
"UGT8"	"UGT8"	20.881	19.3092	17.9145	9.97043	7.79018	10.6633	15.8836	15.8997	20.522	18.251	27.9926	21.9714	17.7629	20.5259	20.4984	52.5596	37.0554	40.4794	29.3077	44.1174	39.3327
"UHMK1"	"UHMK1"	10.7526	8.05493	8.29459	5.43787	6.25907	6.86606	9.53337	9.1923	17.7832	19.4289	17.4973	23.696	20.1845	26.6718	23.8728	20.8268	17.4376	19.2311	14.1599	19.792	19.0491
"UHRF1"	"UHRF1"	12.0356	14.6791	12.6008	4.38	2.99963	2.13033	9.08134	8.33381	6.43786	2.45188	5.29214	2.89325	4.20624	3.19015	4.55162	10.8135	7.2535	9.36106	9.57566	7.26625	11.5225
"UHRF1BP1"	"UHRF1BP1"	4.38124	4.56675	3.73473	2.33185	2.8459	3.2624	3.19282	3.17083	3.82264	2.65599	2.85112	3.60995	4.06991	2.50585	2.93514	3.74239	4.49866	4.7872	5.04633	3.44711	4.31605
"UHRF1BP1L"	"UHRF1BP1L"	5.40151	4.95832	6.20054	3.26584	4.70315	3.7246	4.70161	4.87	5.95993	5.71586	6.8735	6.04001	6.72629	6.10337	7.04356	6.88578	8.28305	8.33983	6.91814	8.21262	9.57729
"UHRF2"	"UHRF2"	9.90416	8.432	8.39572	7.56801	10.8339	11.0247	9.91072	10.6889	9.69547	9.11904	11.7161	12.7261	12.0942	12.9289	11.9087	13.8969	15.8056	13.3312	14.3223	13.116	14.8678
"UIMC1"	"UIMC1"	10.1406	13.0379	12.4623	15.1825	24.5944	17.1345	13.3517	16.4253	11.7874	7.02358	9.08519	7.51868	9.7762	11.5676	9.06597	6.70898	9.36232	10.6143	9.41448	8.62824	10.0686
"ULBP1"	"ULBP1"	0.979444	1.08536	1.23208	0.815961	0.65338	1.79498	0.517364	0.670387	0.788008	0	0	0	0.0392839	0	0.0977859	0.0841661	0.377838	0.435753	0.419983	0.259627	0.381793
"ULBP2"	"ULBP2"	0.0754876	0.194272	0.107464	0.0499474	0.137238	0.160366	0.200437	0.119787	0.168964	0.145512	0.421883	0.274382	0	0	0.126291	0.04634	0.0796077	0.0497814	0.0203688	0.0901836	0.130851
"ULBP3"	"ULBP3"	4.18733	4.12696	5.0859	2.35667	1.40233	4.27777	1.13114	1.85534	1.81739	1.17724	0.316306	1.31072	1.37222	0.51808	0.547361	0.758359	1.09395	1.97744	1.79314	0.852009	1.21748
"ULK1"	"ULK1"	13.708	14.1014	12.6113	16.128	25.1302	28.6008	17.1415	14.4841	16.5575	12.1389	10.3528	12.0571	8.70068	10.431	8.09274	14.0728	10.1966	8.02992	10.1769	8.61722	7.15977
"ULK2"	"ULK2"	3.76109	3.20231	2.64411	1.88794	2.12455	2.14062	2.18988	1.88466	2.33484	3.44822	2.6707	3.28758	4.92926	3.21286	3.46516	4.85265	6.72137	5.75959	6.45716	4.83362	5.10103
"ULK3"	"ULK3"	12.4511	11.8399	12.594	9.33575	8.13833	6.68891	15.7795	16.6544	14.7882	39.04	36.5861	57.0068	40.9234	70.6935	40.0251	38.7219	17.8667	22.2915	12.2187	20.7067	17.0807
"ULK4"	"ULK4"	1.14403	1.18786	1.04837	0.575995	0.471421	0.528833	0.688014	0.77028	0.611357	0.462605	0.75225	0.555145	0.886043	0.972731	0.414557	0.657231	0.727168	0.828636	0.812597	0.71956	0.738025
"ULK4P2"	"ULK4P2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ULK4P3"	"ULK4P3"	0	0.0294412	0.0325715	0	0	0	0	0	0	0.171276	0	0	0	0	0	0.00570893	0.0192961	0.0301662	0.0493719	0	0.0264307
"UMOD"	"UMOD"	0.0151533	0.0135353	0	0.0163921	0	0	0.043743	0.0667839	0	0	0	0.0913257	0	0	0	0.0219062	0	0.0277718	0.0113605	0.301912	0.0365006
"UMODL1"	"UMODL1"	0.00606525	0	0.0262506	0	0	0.00783354	0	0.00563473	0.0343951	0.0399415	0.200388	0.409146	0.284103	0.160981	0.170217	0.184713	0.0449984	0.123771	0.0671624	0.144436	0.144315
"UMPS"	"UMPS"	5.02185	5.86201	6.08298	3.73632	2.64136	2.56733	4.35966	4.49346	3.27463	4.70224	4.86045	5.24022	4.40658	4.99635	4.41022	6.64778	4.5826	6.30299	5.34908	5.5584	6.59524
"UNC119"	"UNC119"	23.4305	23.8737	26.1314	32.0492	36.6496	35.7971	30.6615	30.6761	22.9182	11.9644	13.2819	11.287	14.2626	13.7049	9.14488	27.3323	18.0772	26.1768	18.9272	20.4446	25.6123
"UNC119B"	"UNC119B"	19.3116	18.356	20.2836	13.6623	18.6159	13.5102	17.0599	17.9904	18.0656	8.97905	9.59901	9.29346	11.1477	12.4469	9.63753	10.3608	9.92546	9.62711	14.4978	7.03017	9.29523
"UNC13A"	"UNC13A"	0.0901001	0.313704	0.232433	0.0887178	0.105721	0.190058	0.0672945	0.0993757	0.260322	0.346945	0.161283	0.143662	0.273461	0.175168	0.208378	0.351535	1.84054	0.806495	1.85906	0.715001	0.861928
"UNC13B"	"UNC13B"	10.6729	12.3932	10.0344	11.1154	11.0166	11.6111	10.2647	11.6364	10.7996	10.8426	11.2666	10.7398	12.265	16.4096	12.2843	11.0614	15.4401	16.329	17.0374	16.1569	10.7646
"UNC13C"	"UNC13C"	0.164493	0.195654	0.212591	0.122875	0.138215	0.304556	0.508249	0.627322	0.23094	0	0	0	0.0433314	0.049107	0.0542153	0.0679846	0.367026	0.154204	0.898005	0.197498	0.226229
"UNC13D"	"UNC13D"	4.93387	5.64225	3.7365	2.29588	2.83498	4.0234	1.80228	2.02531	5.59071	7.90248	6.00886	10.7529	9.14938	7.09918	5.45083	3.21166	7.34219	14.7471	13.7197	17.4379	4.38836
"UNC45A"	"UNC45A"	18.7906	20.3193	21.6019	26.2608	31.5022	25.2025	20.1548	20.7702	18.9883	16.2556	19.0954	16.8675	16.6735	14.7441	15.6661	17.7535	16.7444	14.8295	17.4621	17.776	16.6086
"UNC45B"	"UNC45B"	0.00523684	0.0304141	0	0	0	0	0	0.00500082	5.67073	0.0301959	0.0285006	0	0.0209935	0.0237913	0	0.25514	0.119808	0.20297	0.178865	0.199876	0.237125
"UNC50"	"UNC50"	27.3193	30.306	27.4113	35.1231	23.7272	31.4357	33.4307	33.6903	35.6583	39.4244	32.9747	33.1596	33.89	31.6873	30.9496	30.5285	24.6685	29.9614	23.2292	28.8238	31.8519
"UNC5A"	"UNC5A"	0.0346697	0.0157144	0.0956188	0.0589881	0.122111	0.0311324	0.00807686	0.0232546	0.00911154	0.992615	0.133094	0.110214	0.457033	0.184973	0.0406875	0.0927543	1.29446	0.55631	1.4713	0.344699	0.649895
"UNC5B"	"UNC5B"	8.19851	7.56655	7.02524	8.50047	8.07568	21.0144	8.17467	7.65665	9.70584	2.75161	2.18874	2.91778	4.06229	4.41376	3.36831	10.3727	6.86532	6.21384	14.3681	5.07704	6.96332
"UNC5B-AS1"	"UNC5B-AS1"	7.81063	6.51282	7.4824	28.0771	19.6419	102.064	4.688	3.45973	4.86557	0	0	0	0	0	0	0.417713	0.655235	0.128044	0.733476	0.185571	0.168282
"UNC5C"	"UNC5C"	0.631263	2.06361	0.55807	0.307001	0.311803	0.442897	2.08228	2.05564	0.0565023	0.88806	0.931554	1.18407	1.96549	1.38211	1.30438	1.08575	4.21726	2.68897	4.05907	1.61383	2.56736
"UNC5CL"	"UNC5CL"	33.4605	35.2012	17.4681	25.71	16.7745	21.9811	38.4579	36.711	16.0995	60.6756	29.8984	45.3823	20.487	23.0373	40.8251	77.0322	26.681	71.3967	27.1111	101.697	55.4288
"UNC5D"	"UNC5D"	0.339976	0.696504	0.207791	0.0469846	0.0995109	0.0465124	0.0867098	0.0926473	0.00907521	4.38203	5.99568	2.53113	1.08434	1.48565	1.25499	0.304674	3.92032	1.43781	3.07955	0.742129	1.38996
"UNC79"	"UNC79"	0.0459408	0.0335394	0.0593685	0.026614	0.0616017	0.0708756	0.0140331	0.0297793	0.0583403	0.0755858	0.075235	0.0910107	0.180222	0.0785555	0	0.23321	1.30363	0.561143	1.1156	0.354238	0.476574
"UNC80"	"UNC80"	0.0665404	0.110602	0.0277014	0.0175762	0.00294059	0.0330714	0.0361096	0.0555844	0.128259	0.151025	0.0934436	0.079269	0.137814	0.1269	0.140277	0.172501	1.52823	0.734792	1.33638	0.54706	0.640045
"UNC93A"	"UNC93A"	2.56108	1.48319	3.12093	7.19377	3.98251	3.61996	6.07679	6.5865	2.84982	10.8131	12.4093	5.04903	2.06226	3.53008	1.96119	15.1169	3.7737	12.5602	9.26847	21.3983	7.52556
"UNC93B1"	"UNC93B1"	23.4191	19.8218	22.7286	35.0433	16.1275	22.5885	23.3539	19.918	20.1833	36.9614	26.6925	38.3017	20.8105	28.4973	24.5895	16.4058	9.77369	7.58587	9.92358	10.2422	10.4479
"UNCX"	"UNCX"	0	0	0.02204	0	0	0	0	0	0	0	0	0	0	0	0	0.00680612	0	0.0204256	0	0.0444034	0.0178962
"UNG"	"UNG"	27.2592	26.2196	31.2632	19.9145	19.1458	14.5758	23.7461	23.5457	20.4638	13.5824	22.6208	21.644	18.4428	18.2732	19.174	22.1356	23.0669	18.0248	26.4096	17.6883	23.0392
"UNK"	"UNK"	17.2835	17.8824	17.9664	16.7788	18.3014	19.1207	18.712	17.8034	14.1426	12.2131	9.16121	11.003	10.1762	9.63183	12.1864	16.9015	15.1395	12.9516	15.6238	12.9016	13.1355
"UNKL"	"UNKL"	4.93225	4.10514	4.75783	4.97201	6.06342	6.20458	5.83507	5.15902	5.2923	6.88585	7.11668	7.42887	5.30687	5.00649	5.60803	7.37583	6.08074	4.62199	6.66926	5.77392	3.99955
"UNQ6494"	"UNQ6494"	0.0138136	0.0139345	0.0308321	0.0261371	0	0.0184041	0	0	0.096954	0.0793403	0	0	0.174906	0.0660654	0.0722723	0.053912	0.00914241	0.0142926	0.0350883	0.0414279	0.0876592
"UNQ6975"	"UNQ6975"	0	0	0.0343208	0	0.0438299	0.040973	0	0.0306051	0.323773	0	0	0	0	0	0.16162	0.0211948	0.0203303	0.031783	0	0.0230311	0.0278472
"UOX"	"UOX"	0.163941	0.144113	0.341646	0.0896062	0.0872609	0.271911	0.248065	0.385901	0.429733	0.526512	0	0	0.086806	0.295073	0.213928	0.0896326	0.0675068	0.0633213	0.207271	0.015295	0.0554802
"UPB1"	"UPB1"	0.247889	0.0744228	0.0988027	0.127949	0.0210296	0.0393177	0.0285107	0.176212	0.120825	3.84631	1.86892	2.50966	0.249382	0.353233	1.15828	4.66409	1.04487	3.41961	0.54968	3.56209	2.67514
"UPF1"	"UPF1"	23.4415	24.0222	21.5463	25.6603	25.3062	24.3975	27.4259	24.875	20.6583	23.2232	22.6029	22.3696	21.2727	21.4994	17.8073	28.5328	25.9034	21.8807	26.1768	26.4286	23.3905
"UPF2"	"UPF2"	7.27845	8.7403	8.49276	5.30782	8.28055	9.11159	7.57665	8.88092	8.54692	7.50519	10.13	7.43411	9.27442	11.3373	9.85177	9.12025	12.4504	12.7911	11.1892	11.4517	12.2427
"UPF3A"	"UPF3A"	19.4387	25.1192	24.6452	21.1462	22.7272	21.0253	38.2882	43.2275	33.0662	17.9221	23.3333	19.1517	25.2378	20.1625	18.6035	17.9583	21.9961	19.6842	19.9958	19.4836	20.9462
"UPF3B"	"UPF3B"	5.32707	7.4131	7.48553	5.19818	8.02724	5.79607	7.31074	8.14856	7.10666	7.77386	9.63697	5.72681	7.85003	8.47736	9.4898	6.52292	8.69175	8.54766	7.92472	8.63153	9.12555
"UPK1A"	"UPK1A"	0.332922	0.13608	0.541973	0.312099	0.538327	0.754858	0.306273	0.187949	0.315607	0	0	0	0	0	0	0.0263237	0.142723	0.0278904	0.547765	0.101052	0.0488733
"UPK1A-AS1"	"UPK1A-AS1"	0.385428	0.234671	0.623092	0.999311	2.58612	1.11579	0.387486	0.0463028	0.380987	0	0	0	0	0	0	0.017764	1.47479	1.68116	1.84743	1.0442	2.02009
"UPK1B"	"UPK1B"	129.776	176.535	73.0553	123.097	66.7549	271.582	103.029	105.311	6.40012	0.170788	0	0	0	0	0	1.02933	3.20867	0.337483	5.52346	0.433526	0.551063
"UPK2"	"UPK2"	1.04833	1.17782	4.41356	2.5298	1.39568	12.1438	0.195934	0.374832	0.749014	0	0	0	0	0	0	0.0568789	0.0746625	0.0778149	0.0636783	0.338326	0.0340895
"UPK3A"	"UPK3A"	0.616505	0.231398	2.93522	2.13313	1.59044	0.610818	0.57764	0.650061	0.46833	0	0.35393	0	3.10009	1.43678	0.303861	179.532	14.3777	40.8933	12.4922	86.2799	118.268
"UPK3B"	"UPK3B"	3.80423	4.69409	5.47972	10.0348	4.58944	10.6484	3.50148	3.34191	4.1291	3.26659	1.16212	2.09602	1.62228	3.42611	1.26969	1.67352	7.10068	10.791	13.5129	7.34139	19.4043
"UPK3BL"	"UPK3BL"	5.77331	7.11496	10.2043	15.8383	8.04368	17.9478	9.78662	10.7755	7.65038	12.8549	7.13182	14.0367	5.9374	12.3493	2.89584	10.9601	5.37817	3.65947	1.87381	2.54281	5.76067
"UPP1"	"UPP1"	6.13879	6.63357	5.92906	8.13677	9.26549	9.6162	4.55444	3.47165	5.86726	14.3994	7.47303	8.86362	7.21967	7.13467	6.49812	2.28159	2.89334	1.98854	2.71655	2.48895	2.24915
"UPP2"	"UPP2"	0.014334	0.0125757	0	0.0225852	0.0177554	0.0995886	0	0	0.0145832	0	0	0	0	0	0	0.0803066	0.107271	0.1161	0.126678	0.205653	0.226034
"UPRT"	"UPRT"	6.60752	5.93423	8.06336	5.05494	5.37165	5.83211	5.29497	5.4251	6.09605	8.15623	10.1589	8.46079	6.54467	5.84102	7.69492	9.15709	7.2277	8.61514	3.99586	9.54939	10.0628
"UQCC"	"UQCC"	11.8508	12.729	14.3818	16.8364	20.6043	16.1385	11.085	12.9824	14.7016	13.5798	14.8234	11.7589	13.3035	12.0493	13.8379	9.88912	10.4841	10.3945	11.2014	11.6564	9.96276
"UQCR10"	"UQCR10"	96.9625	102.866	93.1432	182.248	140.805	162.935	134.486	127.62	112.752	86.3186	91.7141	81.1814	77.6706	73.5987	78.958	43.1842	42.8124	42.9853	51.2189	51.639	42.1966
"UQCR11"	"UQCR11"	56.5293	70.3486	70.1783	101.324	81.6542	81.6108	81.158	92.3346	69.8923	60.6531	60.5125	56.0887	45.077	59.8993	50.3735	26.6145	26.5418	20.9353	31.1584	28.3923	24.1121
"UQCRB"	"UQCRB"	26.9791	25.2877	26.3337	49.5189	54.7047	52.8382	31.2802	31.4728	30.2814	30.0875	33.8029	34.4843	25.7802	30.0246	28.4445	19.9564	19.0077	16.7078	18.8267	18.6401	16.3702
"UQCRBP1"	"UQCRBP1"	0	0	0.0517491	0.0388482	0	0.0617794	0	0.0922931	0.108486	0	0	0	0	0	0	0.217806	0.153108	0.0957433	0.117525	0.277517	0.209718
"UQCRC1"	"UQCRC1"	125.69	152.413	172.201	211.032	222.213	196.894	147.639	151.157	153.394	184.808	201.631	163.448	128.864	153.881	146.286	105.226	83.5485	81.9785	101.386	106.124	81.5766
"UQCRC2"	"UQCRC2"	113.445	115.98	127.205	141.949	177.187	139.751	107.651	121.864	132.504	219.427	336.253	236.531	196.947	234.583	255.6	95.4661	101.99	126.87	108.808	123.739	107.855
"UQCRFS1"	"UQCRFS1"	107.02	122.841	107.296	161.555	117.586	116.457	123.375	117.916	123.25	127.43	133.811	112.898	87.3413	92.5427	102.31	60.8071	58.1738	63.3606	62.8629	71.1316	61.9595
"UQCRH"	"UQCRH"	303.782	347.369	351.506	598.922	655.872	575.335	375.453	415.468	357.054	511.784	516.498	369.194	344.475	367.405	386.42	184.42	123.387	125.342	134.602	163.681	112.518
"UQCRHL"	"UQCRHL"	1.58605	0.166152	1.011	2.56018	2.34746	1.64584	1.69258	1.88504	1.63775	0.535274	1.05772	0.49858	0.377357	0.854641	0.438522	0.976663	0.759532	1.52666	0.763469	1.53649	1.11468
"UQCRQ"	"UQCRQ"	46.7914	61.567	57.2273	71.8018	50.585	64.2616	81.1835	81.817	66.2725	63.033	70.8191	67.3815	56.4405	65.5816	63.633	26.0298	25.5485	27.7527	28.7087	32.001	27.8336
"URB1"	"URB1"	3.92796	4.15484	4.05275	2.0358	1.69565	1.46426	2.45858	2.5254	2.42573	2.07639	2.241	1.69178	2.35413	1.48083	1.78486	4.08274	4.34362	4.97882	4.77937	3.16634	4.59039
"URB2"	"URB2"	2.29841	2.88603	2.53502	1.1547	0.890825	0.514551	2.30083	2.34654	1.78335	2.08639	2.07536	1.24023	1.82592	1.32336	1.90989	2.4007	2.40617	3.18293	2.27749	1.98242	3.33732
"URGCP"	"URGCP"	10.9246	14.9797	14.888	14.2108	15.9265	19.9165	14.7919	17.0654	21.9645	22.1794	18.6295	19.2815	15.3789	17.5174	17.1158	18.5814	15.8929	16.2013	15.7942	17.0233	14.787
"URGCP-MRPS24"	"URGCP-MRPS24"	0	0	0.879229	0.715853	0.702886	0.914233	0.912042	0.256153	0.30091	2.52811	0	0	0	1.61641	1.98449	0.412042	0	0.541346	0	0	0
"URI1"	"URI1"	23.7125	21.1257	24.6197	23.7607	23.8592	23.6062	23.6402	22.0916	23.1912	15.0408	17.6434	18.016	15.4814	20.0174	18.3007	18.8678	19.8475	19.5984	20.1385	17.7559	21.6838
"URM1"	"URM1"	21.5898	25.3476	27.2175	31.1979	31.0702	32.6548	24.2466	24.0026	24.4061	25.0426	25.6034	21.0579	18.8715	19.9195	23.2653	18.5686	12.6955	15.3682	16.7673	18.4437	16.2446
"UROC1"	"UROC1"	0	0.00905699	0	0	0	0	0.00876607	0	0.0105032	0	0.05124	0	0	0	0.0469218	0.072686	0.0594514	0.0929433	0.0152103	0.0336741	0.030766
"UROD"	"UROD"	33.0262	41.4592	35.5093	42.35	46.3086	42.3682	33.7693	37.228	31.071	30.0082	29.1774	21.6396	23.5211	22.6995	25.2513	25.2169	24.6259	24.3522	26.5971	26.9617	24.8116
"UROS"	"UROS"	21.2059	24.3803	26.7857	23.2845	17.4102	11.7208	26.6447	28.7391	23.77	18.6995	23.1757	21.9463	18.2758	20.1285	17.4316	18.5982	12.5539	18.9091	14.9278	16.98	17.8236
"USB1"	"USB1"	13.2619	14.2269	11.4622	12.2001	7.8386	9.09725	15.4477	14.2788	12.7143	19.1455	13.089	13.908	15.7536	14.4815	16.0112	9.90316	7.88206	10.1573	8.59491	10.9825	10.1794
"USE1"	"USE1"	10.6264	12.5497	17.9316	24.01	28.249	23.6546	20.7388	21.5301	18.7464	15.4794	16.7358	13.1124	13.438	15.4309	17.5619	15.5307	13.2323	11.5844	13.115	14.8008	13.2407
"USF1"	"USF1"	20.1056	25.4144	23.6054	29.9117	37.3938	42.7155	30.2862	37.8905	29.2893	34.6155	32.1848	27.6943	27.6937	33.8952	32.9841	15.4836	16.7299	16.0235	18.6016	18.4587	17.5401
"USF2"	"USF2"	49.9494	54.6978	60.2589	100.289	92.2579	96.2827	61.2779	58.7493	59.6638	73.6693	60.0764	73.7717	61.8302	63.4758	54.1202	57.4775	41.9984	40.2611	43.0501	51.1989	41.519
"USH1C"	"USH1C"	39.6702	46.1155	67.8074	89.2328	76.0866	101.759	61.3755	66.8366	97.1517	80.3787	110.659	95.3277	74.8158	117.749	91.5569	121.08	77.8985	109.343	100.572	142.946	98.2209
"USH1G"	"USH1G"	0.23391	0.198236	0.712766	0.762907	0.128368	0.294549	0.137849	0.220015	0.392715	0.25516	0.0466665	0.461515	0	0	0	1.86753	0.368651	1.03399	0.291297	0.693996	0.987636
"USH2A"	"USH2A"	0.0170804	0.0267186	0.0131375	0.00676451	0.00838872	0.0137234	0.0182297	0.0351456	0.0137706	0.0410552	0.025369	0.0325308	0.0183673	0.00693866	0.0234229	0.0444326	0.0263172	0.0335236	0.043644	0.0187714	0.0534041
"USHBP1"	"USHBP1"	0.0579945	0	0.0556257	0	0.088797	0.0498055	0.0571071	0.0992069	0	1.46083	1.28676	1.0825	1.26024	0.952046	1.69447	0.764369	0.874276	1.49573	1.10793	0.999767	0.948989
"USMG5"	"USMG5"	260.863	294.767	273.94	489.654	393.475	407.591	333.893	356.199	348.781	288.61	305.225	251.43	239.669	259.676	245.719	116.263	129.584	124.803	139.487	140.698	117.732
"USO1"	"USO1"	35.9898	37.2613	37.6707	25.7143	30.621	29.8772	30.6332	32.6948	38.1209	30.2617	35.212	27.322	38.2969	31.488	39.5859	36.132	41.7794	41.6162	34.4153	37.3931	42.3326
"USP1"	"USP1"	16.6472	18.475	16.4029	8.05086	10.2634	10.1205	14.144	13.7213	12.2959	13.3159	17.4266	13.6492	16.2683	15.6513	20.0007	15.3086	20.7552	18.6378	18.0766	16.1056	19.3446
"USP10"	"USP10"	29.6802	29.1278	34.1262	30.1137	31.406	30.1281	27.3814	27.2099	25.5362	23.0529	31.2963	29.6071	28.2841	24.3919	28.0917	25.7298	22.1696	27.9229	22.8504	29.5921	28.201
"USP11"	"USP11"	45.9675	48.4484	51.1541	31.978	36.1927	39.9334	34.3678	33.1438	29.6542	10.5533	10.3167	12.1243	14.2419	11.4796	11.4029	22.1138	29.5389	20.4298	28.133	20.1754	20.1859
"USP12"	"USP12"	19.3816	12.8029	12.3588	12.7043	15.1087	19.8229	17.1779	16.0731	16.7615	17.2642	16.7528	23.9364	19.9588	23.9828	23.5046	21.359	17.3884	23.2523	14.749	27.7323	18.5809
"USP13"	"USP13"	1.90112	1.85828	1.61531	0.765753	0.927525	0.454856	1.4202	1.36611	1.83876	0.914413	1.10688	1.16011	1.8392	1.56325	1.44739	1.87073	3.18677	2.43392	3.50439	1.85977	2.4874
"USP14"	"USP14"	19.9356	20.049	18.6973	10.0255	10.7546	9.42502	15.5408	16.0858	19.853	9.83897	13.7291	8.93431	14.1081	10.726	13.0246	12.9204	15.5527	13.7662	13.9049	13.2832	15.2345
"USP15"	"USP15"	8.11923	7.86728	6.59907	4.11614	4.88915	6.05597	6.97827	7.01402	7.82549	9.87945	9.05346	11.0052	11.1546	11.6353	13.2716	9.1844	10.0388	10.55	8.42367	9.6179	10.5603
"USP16"	"USP16"	12.2648	14.9096	13.2232	7.325	8.83803	7.91772	10.1946	12.1514	12.0761	19.324	26.7308	18.5325	22.5355	23.5003	29.9353	15.2205	19.3587	20.0335	18.4117	19.1389	20.6035
"USP17L10"	"USP17L10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L11"	"USP17L11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L12"	"USP17L12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L13"	"USP17L13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037285	0	0	0	0	0
"USP17L15"	"USP17L15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123227	0	0.0157647	0	0
"USP17L17"	"USP17L17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00371415	0	0	0	0	0
"USP17L19"	"USP17L19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L1P"	"USP17L1P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007303	0	0	0.0167509	0	0
"USP17L2"	"USP17L2"	0.0393081	0.0399298	0	0	0	0	0	0	0	0	0	0	0	0	0.103712	0.0110859	0.0130936	0	0.0167509	0	0.0179348
"USP17L20"	"USP17L20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L24"	"USP17L24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L25"	"USP17L25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L26"	"USP17L26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L3"	"USP17L3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L4"	"USP17L4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L5"	"USP17L5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L6P"	"USP17L6P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L7"	"USP17L7"	0.0191579	0.0199649	0	0	0	0	0	0	0.0231521	0	0	0	0	0	0	0.00355256	0.0523743	0	0	0	0
"USP17L8"	"USP17L8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP17L9P"	"USP17L9P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP18"	"USP18"	1.85393	2.78663	2.34569	1.66014	1.64758	1.46018	2.34651	2.28597	3.12611	5.53775	4.75587	4.24756	4.63217	3.59514	10.3718	1.0303	0.983625	2.36097	1.36006	2.23986	1.29288
"USP19"	"USP19"	12.9503	15.2313	15.2691	12.2069	11.5863	11.2941	13.2592	12.7099	13.1273	20.4796	18.5176	20.0502	16.293	16.5466	17.9661	15.2213	15.239	13.917	15.9509	13.8192	13.3329
